,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,pre 2014 reviews,post 2014 reviews,percent change
1010,3667392,Bright Urban Oasis with Mid-Century Modern Style,80406,Dani,,78704,30.24448,-97.741,Entire home/apt,550,1,84,6/25/2019,1.46,12,157,3,81,26
1012,3689085,Welcome - TajMaSmall Guest Suite,18775364,Just,,78756,30.33227,-97.7367,Entire home/apt,105,1,243,6/23/2019,4.24,1,343,13,230,16.69230769
1013,3694523,Cozy 3 BR home on cul de sac,3055811,Judi,,78748,30.18431,-97.81137,Entire home/apt,125,2,13,9/23/2018,0.22,1,161,3,10,2.333333333
1015,3710494,Texas Tuscany,18930467,Doug,,78731,30.31739,-97.77537,Entire home/apt,2475,1,30,6/5/2018,0.5,1,363,1,29,28
1016,3720498,Eastside Artist's Cottage,19000998,Hope,,78702,30.25361,-97.73135,Entire home/apt,300,1,20,7/3/2019,0.35,1,87,4,16,3
1018,3751029,Travis Heights/ South Congress Area,19193084,Austin,,78704,30.23716,-97.74829,Entire home/apt,80,28,5,3/8/2016,0.09,1,17,1,4,3
1019,3757576,SoCo Home for Major Austin Events,4218754,Jana,,78704,30.23499,-97.76168,Entire home/apt,225,2,6,3/16/2019,0.11,2,364,1,5,4
1021,3781742,Zilker Park 1BR w/Parking,18164258,Courtney,,78704,30.25967,-97.77433,Entire home/apt,250,3,2,10/13/2015,0.03,1,0,1,1,0
1024,3791735,Hip Bouldin Bungalow 2br/1bath,5732962,Brita,,78704,30.25146,-97.75962,Entire home/apt,200,2,18,6/11/2019,0.3,1,27,2,16,7
1025,3801572,Music is Hot-as is our Weather,6297487,Carol,,78722,30.30302,-97.71269,Private room,50,1,273,7/3/2019,4.7,1,333,9,264,28.33333333
1028,3819181,Comfy 1/1 apartment in Clarksville!,1412590,Craig,,78703,30.28325,-97.76136,Entire home/apt,129,2,76,4/14/2019,1.32,1,298,4,72,17
1030,3831262,Authentic Home Heart Hip East Side (480+ 5 Stars),18668621,Peter,,78702,30.26716,-97.72,Entire home/apt,159,1,151,7/3/2019,2.61,6,204,4,147,35.75
1031,3840726,Creekside Casita,19789267,Barbara & Alston,,78737,30.15793,-97.94311,Entire home/apt,149,2,169,7/7/2019,2.92,1,350,4,165,40.25
1033,3866463,Great Home in Hip Central Area!,14880413,Tatiana,,78723,30.29356,-97.70473,Entire home/apt,233,2,51,6/25/2019,0.88,1,132,2,49,23.5
1034,3868266,Funky Austin retreat,19972479,Hayley,,78703,30.2785,-97.75191,Entire home/apt,60,30,14,6/9/2019,0.24,1,193,2,12,5
1035,3875997,Entire condo! Walk/ Bike to DT & ACL Festival!,13490996,Regina,,78741,30.24393,-97.73463,Entire home/apt,189,2,6,3/12/2019,0.1,1,10,2,4,1
1036,3876781,"Gracy, a cozy, quiet East Side gem!",3953876,Sarah,,78702,30.26689,-97.7215,Entire home/apt,80,2,175,6/26/2019,3.02,1,250,3,172,56.33333333
1038,3882146,Cozy French Country House!,13935640,K,,78754,30.33704,-97.64802,Entire home/apt,99,30,8,1/1/2017,0.13,4,0,1,7,6
1041,3898107,Austin Weird Bungalow,20040184,Keri & Alexander,,78704,30.23732,-97.7679,Entire home/apt,114,1,184,5/13/2019,3.1,1,0,23,161,6
1042,3904915,"Sculptor's Guest House,",20222913,Sunyong,,78702,30.25811,-97.69755,Entire home/apt,144,2,98,7/8/2019,1.72,1,257,1,97,96
1043,3911693,Deluxe Digs,10503694,Christina,,78703,30.29135,-97.75996,Entire home/apt,99,28,205,5/14/2019,3.46,1,275,23,182,6.913043478
1044,3913413,2 Bedroom Home - 4 miles to Downtown!,6655964,Anna,,78741,30.22954,-97.71747,Entire home/apt,180,2,27,6/9/2019,0.47,1,92,1,26,25
1045,3916583,Guesthouse Josephine near Downtown,798741,Katherine,,78704,30.25451,-97.76306,Private room,110,2,94,6/30/2019,1.62,1,82,1,93,92
1047,3916923,Top-rated Modern Luxury Huge 5BR/4BR,1244317,Snowflake,,78704,30.25558,-97.76915,Entire home/apt,1600,2,35,4/28/2019,0.6,1,354,2,33,15.5
1048,3928248,Private Bed in Cozy Artist House 15 mins to DT!,13935640,K,,78754,30.33455,-97.65013,Private room,49,1,101,7/4/2019,1.71,4,360,2,99,48.5
1050,3946696,East Austin Guest House,12101721,Patricia,,78722,30.29729,-97.71295,Entire home/apt,123,30,75,6/4/2019,1.31,1,64,5,70,13
1053,3958601,The Mellow Yellow #1 - 78704 - SOLA,1488733,Brooke,,78704,30.24861,-97.777,Entire home/apt,164,1,44,5/5/2019,0.76,34,222,1,43,42
1054,3959242,Quiet Casita on Annie Street,20518039,Cressida,,78704,30.24948,-97.75654,Entire home/apt,150,2,34,6/13/2019,0.57,1,262,6,28,3.666666667
1055,3979017,Room for rent near UT/Hyde Park,20622469,Katie,,78705,30.29683,-97.73049,Private room,75,1,128,11/12/2016,2.22,1,0,21,107,4.095238095
1061,4014472,Casita Querida dans Ma Maison Chouette,8083527,Janie,,78731,30.31519,-97.75091,Entire home/apt,127,2,76,7/7/2019,1.33,1,324,1,75,74
1062,4023245,Serene S Austin 1-3 rooms,2632678,Sarah Jane And Guillermo,,78745,30.20601,-97.81949,Private room,48,2,19,5/26/2019,0.33,3,90,4,15,2.75
1064,4025723,Spacious studio near Downtown- sleeps 5 *****,5440877,Bradley,,78704,30.2364,-97.77844,Entire home/apt,98,3,74,5/27/2019,1.28,2,26,2,72,35
1065,4030108,Charming Haven in Hyde Park,20893518,Katie,,78751,30.3067,-97.72983,Entire home/apt,105,2,236,7/7/2019,4.12,1,210,4,232,57
1066,4030864,Be Inspired by this Artistic Home near Townlake,802614,Amit,,78702,30.25474,-97.73612,Entire home/apt,250,2,160,7/7/2019,2.74,4,323,8,152,18
1067,4032235,Adorable place to stay in Austin!,37329,Jill,,78704,30.23353,-97.77978,Entire home/apt,245,1,78,7/6/2019,1.39,5,360,2,76,37
1068,4033670,"Aubergine Abbey,  2 Bedroom Cottage",5440877,Bradley,,78704,30.23634,-97.77924,Entire home/apt,299,2,3,3/19/2015,0.05,2,192,1,2,1
1073,4047192,Cozy Cottage Near University and DT,10293287,Ann,,78705,30.29831,-97.73104,Entire home/apt,219,1,46,5/13/2019,0.82,8,353,2,44,21
1074,4047344,Retro Chic In The Heart Of Downtown,4929310,Ryan,,78701,30.26647,-97.74243,Entire home/apt,179,1,83,6/27/2019,1.42,25,306,4,79,18.75
1075,4047528,Swanky 4th Street Loft Condo,4929310,Ryan,,78701,30.26409,-97.74107,Entire home/apt,395,1,151,6/16/2019,2.59,25,292,6,145,23.16666667
1076,4050950,"Eastside Oasis - Near Train, UT, DT",1770424,Jason,,78702,30.27738,-97.707,Entire home/apt,106,1,211,6/24/2019,3.61,5,312,8,203,24.375
1077,4053713,Downtown Austin Condo for SXSW 2018,12086926,Ely,,78702,30.25489,-97.73406,Entire home/apt,299,2,3,3/15/2017,0.05,1,0,2,1,-0.5
1078,4054019,"ACL, SXSW , F1  or Wine Country?",20010828,John,,78737,30.16068,-97.95219,Entire home/apt,89,1,8,11/15/2015,0.14,1,353,2,6,2
1083,4068884,Comfy Room in Trendy South Austin,11275738,James,,78704,30.23061,-97.76402,Private room,53,2,249,6/16/2019,4.23,2,171,17,232,12.64705882
1084,4076557,"CASA 905, CLEAN, CHARMING & CENTRALLY LOCATED!",21144180,Peter,,78745,30.22316,-97.77666,Entire home/apt,125,2,138,7/7/2019,2.42,1,171,2,136,67
1085,4077459,East Austin Bungalow,21149262,Julie,,78741,30.23139,-97.69459,Entire home/apt,150,30,9,3/26/2018,0.16,1,260,2,7,2.5
1087,4084746,Great for big group - walk to ACL,3803117,Ana,,78704,30.25351,-97.77337,Entire home/apt,800,3,15,5/5/2019,0.26,2,354,1,14,13
1088,4085163,Charming Craftsman Home Close to a Historic Pool,20868075,Melissa,,78703,30.27855,-97.77102,Entire home/apt,893,2,91,7/7/2019,1.57,2,338,3,88,28.33333333
1090,4091409,"The Nest - Cozy, Quiet Cottage SOCO",1488733,Brooke,,78704,30.24679,-97.74185,Entire home/apt,185,1,130,6/16/2019,2.26,34,296,2,128,63
1092,4095705,Perfect for family and friends!,1840480,Scott And Sally,,78758,30.35299,-97.71148,Entire home/apt,175,4,41,5/4/2019,0.74,10,284,1,40,39
1094,4103238,Barton Hills Zilker Condo Monthly Rental,87337,Steve And Vicki,,78704,30.26108,-97.77534,Entire home/apt,95,30,6,3/26/2019,0.11,2,364,1,5,4
1096,4111528,Downtown Condo with PARKING & Pool,3105486,Adam,,78701,30.26602,-97.74293,Entire home/apt,134,2,370,6/21/2019,6.32,1,322,12,358,28.83333333
1097,4112403,"NW Austin house F1, ACL, perfection",5325474,Melanie,,78729,30.44925,-97.76088,Entire home/apt,189,2,29,5/28/2019,0.51,1,336,2,27,12.5
1098,4116088,The Hermitage,8850433,Sarah,,78751,30.30189,-97.72753,Private room,80,29,19,8/1/2018,0.33,2,254,3,16,4.333333333
1100,4121482,Beautiful 3BR Townhouse in Central Austin,6645441,Anna,,78723,30.29943,-97.70264,Entire home/apt,200,2,48,9/25/2017,0.87,1,0,1,47,46
1101,4121676,Explore 78704-Austins hottest Hood!,21382575,Whitney,,78704,30.24099,-97.76308,Entire home/apt,350,3,37,5/27/2019,0.64,2,166,4,33,7.25
1104,4134085,Stylish South Congress House,4641823,TurnKey,,78704,30.24726,-97.75071,Entire home/apt,259,2,21,11/18/2016,0.37,1,0,2,19,8.5
1106,4137046,Barton Hills Hideaway! Walk to ACL!,500123,Liz,,78704,30.25877,-97.78149,Entire home/apt,195,1,2,10/10/2016,0.03,1,0,1,1,0
1108,4137791,Garage Apt in Historic Central Hood,7239842,Maria,,78703,30.2987,-97.75203,Entire home/apt,118,2,50,6/16/2019,0.86,1,113,1,49,48
1112,4148428,Lovely Clarksville Fourplex ,21520519,Annecy,,78703,30.2835,-97.76287,Entire home/apt,450,1,2,3/20/2015,0.04,1,365,1,1,0
1113,4151136,Room in Beautiful South Austin Home,21536149,Jake Thomas,,78748,30.18544,-97.80978,Private room,50,1,2,7/4/2016,0.04,1,0,1,1,0
1114,4151271,CLASSIC CASITA  CLOSE TO DOWNTOWN,21536850,Judi,,78756,30.30648,-97.74563,Entire home/apt,136,2,11,3/18/2019,0.19,2,125,3,8,1.666666667
1115,4154464,Quiet loft/condo in hip East Austin,21519905,Kristen,,78702,30.26062,-97.72726,Entire home/apt,129,2,38,9/30/2018,0.66,1,0,1,37,36
1116,4163685,Easy-living East Austin Bungalow,21609264,David,,78721,30.27394,-97.68803,Entire home/apt,130,1,45,5/26/2019,0.78,1,238,3,42,13
1117,4164084,SoCo Loft style apartment ,10182576,Jason,,78704,30.22619,-97.75558,Entire home/apt,99,2,49,5/31/2019,0.85,2,336,5,44,7.8
1118,4164781,Cycle Along Trails near an Arty Loft in East Austin,21615823,Joe And Susan,,78702,30.25715,-97.72585,Entire home/apt,118,2,229,7/7/2019,3.96,1,267,9,220,23.44444444
1121,4171932,"Bright, Cheerful 2BR Duplex!",4159206,Priya,,78704,30.24133,-97.78012,Entire home/apt,28,2,17,4/28/2019,0.29,2,0,1,16,15
1122,4174180,Smack Dab in Austin East & Downtown,2064443,Sarah,,78702,30.25805,-97.72995,Entire home/apt,125,2,214,7/8/2019,3.72,1,60,10,204,19.4
1123,4174762,1930's Vintage Bungalow off SoCo,15782486,Top Trip Rentals,,78704,30.24329,-97.75272,Entire home/apt,273,1,176,6/27/2019,3.04,32,146,4,172,42
1124,4174892,City Loft w 3 Balconies on 6th - C1,15782486,Top Trip Rentals,,78701,30.26677,-97.74222,Entire home/apt,653,1,92,6/27/2019,1.58,32,139,3,89,28.66666667
1126,4184049,Giant Mod Ecclectic South Downtown,3517669,George,,78745,30.21996,-97.77604,Entire home/apt,495,3,96,6/30/2019,1.67,1,305,3,93,30
1127,4186778,Downtown Loft with Three Balconies Right on Sixth St.,15782486,Top Trip Rentals,,78701,30.26811,-97.74089,Entire home/apt,544,1,97,6/26/2019,1.72,32,145,2,95,46.5
1128,4191216,A2 City Loft at 119 E. 6th St.,15782486,Top Trip Rentals,,78701,30.26664,-97.74145,Entire home/apt,326,1,126,6/9/2019,2.16,32,159,7,119,16
1130,4194853,City Loft in Heart of Downtown B2,15782486,Top Trip Rentals,,78701,30.26789,-97.74226,Entire home/apt,326,1,123,6/27/2019,2.14,32,157,3,120,39
1131,4195180,"Loft on 6th St., 98 Walk Score B7",15782486,Top Trip Rentals,,78701,30.26731,-97.74213,Entire home/apt,326,1,105,6/23/2019,1.81,32,141,5,100,19
1132,4196884,Clarksville Cottage -  1.5BR/1BA,1488733,Brooke,,78703,30.27984,-97.76495,Entire home/apt,218,1,47,6/16/2019,0.83,34,240,1,46,45
1133,4198303,"Quirky, Rustic Home close to Downtown",9328324,Roland,,78723,30.32019,-97.68427,Entire home/apt,79,2,245,7/5/2019,4.24,2,259,8,237,28.625
1134,4202378,"Stylish Guest House-ACL, F1...",12868923,Roanna,,78756,30.32241,-97.74227,Entire home/apt,125,2,32,5/27/2019,0.55,1,318,2,30,14
1135,4208941,Room-walk to Zilker Park/Barton Springs/Downtown,21816717,Jack,,78704,30.2632,-97.76294,Private room,71,2,129,6/23/2019,2.23,2,159,5,124,23.8
1137,4217792,Entire Apt ON Town Lake 4 ACL,21890477,Jd,,78704,30.26521,-97.76285,Entire home/apt,399,2,7,10/4/2016,0.12,2,365,3,4,0.333333333
1138,4219019,Great House for a Big Group,21254542,Rick & Sandi,,78723,30.30871,-97.68998,Entire home/apt,395,2,117,6/23/2019,2.04,1,225,4,113,27.25
1139,4224100,Fantastic house: huge kitchen&porch,1575610,Nathalie,,78745,30.21366,-97.80912,Entire home/apt,250,30,20,11/17/2018,0.35,1,246,1,19,18
1141,4224800,TinyTiny house -EZ in SxSAustin,1568741,Jim O',,78745,30.21034,-97.77074,Private room,35,3,41,5/13/2019,0.71,13,365,2,39,18.5
1142,4225262,Quaint S. Austin/Downtown Bungalow,21927053,Ryan,,78704,30.25788,-97.75522,Entire home/apt,350,2,3,3/16/2019,0.05,1,132,2,1,-0.5
1144,4227044,Chicken Coop Tiny Cottage,21937265,Jay And Jayne,,78757,30.35712,-97.74367,Entire home/apt,75,2,310,7/4/2019,5.35,1,107,17,293,16.23529412
1149,4235416,Cool studio in groovy central Austin,4779911,Jeanne Claire,,78756,30.32661,-97.73167,Entire home/apt,72,2,136,7/7/2019,2.35,1,128,4,132,32
1150,4235764,Luvitere,1653992,Shanon,,78744,30.16146,-97.77912,Private room,62,30,35,11/7/2018,0.6,1,336,6,29,3.833333333
1152,4245099,Peaceful S Austin Home 1 Br,2632678,Sarah Jane And Guillermo,,78745,30.20647,-97.81991,Private room,29,1,21,4/15/2019,0.36,3,364,2,19,8.5
1154,4248113,Mid-century Getaway,4723252,Margaret,,78723,30.31205,-97.68318,Private room,100,2,5,7/4/2017,0.09,1,0,3,2,-0.333333333
1156,4251178,"5min to Domain, downtown by rail (dell/hp/apple)",21883994,Jenny,,78727,30.43222,-97.69384,Private room,150,2,15,4/14/2018,0.26,2,362,4,11,1.75
1157,4255787,"Clean, Cute & Comfy in N Austin!",14339988,Ruby,,78727,30.42606,-97.69437,Private room,38,1,148,6/26/2019,2.55,2,53,2,146,72
1159,4263838,New 2/2 House - 5 min to downtown,22132645,Victoire,,78721,30.28051,-97.70205,Entire home/apt,128,3,82,7/6/2019,1.43,1,79,3,79,25.33333333
1162,4279470,Family Friendly 3/2-Heart of Austin,4942000,Shannon,,78757,30.34603,-97.72191,Entire home/apt,200,3,17,7/5/2016,0.3,1,0,2,15,6.5
1164,4280376,"Hip E. Side Tiny House, 1000+ 5 Star",18668621,Peter,,78702,30.26713,-97.71873,Entire home/apt,1000,1,157,9/11/2016,2.71,6,87,14,143,9.214285714
1167,4285742,Mid-Century Gem with Designer Touches and Private Yard,80406,Dani,,78704,30.24024,-97.74102,Entire home/apt,550,1,89,7/8/2019,1.56,12,153,1,88,87
1169,4288403,Private Guest House - Central/Rosedale,21153184,Aaron And Leigh,,78756,30.31265,-97.74673,Entire home/apt,112,1,230,6/30/2019,3.98,1,42,15,215,13.33333333
1170,4293731,"East Austin, beautiful 3/2 bungalow",795079,Brad,,78702,30.27952,-97.71504,Entire home/apt,250,4,12,3/16/2019,0.22,2,78,1,11,10
1172,4300349,SOCO Studio Steps Away to Congress,22299444,Adam,,78704,30.2413,-97.75152,Entire home/apt,125,2,56,5/27/2019,0.98,3,355,1,55,54
1177,4333425,Close to Everything & On a Creek,249837,Molly,,78745,30.22411,-97.79971,Entire home/apt,275,2,57,5/5/2019,1,1,324,2,55,26.5
1180,4341443,Hill Country Room B & BBQ,21987980,Sam,,78748,30.18555,-97.82922,Private room,45,3,49,5/17/2019,0.87,5,331,1,48,47
1181,4351493,The Greenhouse,12427478,Adam And Ashley,,78702,30.27613,-97.71955,Entire home/apt,180,2,228,7/7/2019,3.97,3,197,7,221,30.57142857
1183,4358441,Modern Spacious Studio in Guest Suite near Zilker Park,22623789,Ira And Terri,,78704,30.25944,-97.7663,Private room,150,2,135,6/30/2019,2.36,1,306,2,133,65.5
1187,4400543,Mountaintop Mansion 7 Bedroom,9641618,Ryan,,78731,30.36513,-97.78023,Entire home/apt,995,3,4,5/4/2019,0.07,1,365,1,3,2
1189,4404358,Cozy centrally located couch,22863088,Natasha,,78756,30.32545,-97.73717,Shared room,75,1,2,3/19/2015,0.04,1,88,1,1,0
1190,4417363,Charming Cottage close to Domain,5683405,Patty,,78727,30.41618,-97.73707,Entire home/apt,79,2,8,8/27/2018,0.14,1,0,1,7,6
1195,4461416,Central Austin Oasis,23148741,Stewart,,78704,30.25861,-97.78386,Entire home/apt,199,2,64,5/28/2019,1.12,3,358,9,55,5.111111111
1202,4516994,5 MIN FROM ZILKER Huge 1BR SOCO Luxury FOR SXSW,6058112,Jes,,78704,30.23775,-97.75741,Entire home/apt,170,2,10,5/28/2017,0.18,1,0,2,8,3
1205,4546215,South Austin Rental,1781705,Jared,,78704,30.24656,-97.77046,Entire home/apt,850,3,10,8/27/2017,0.18,2,0,1,9,8
1206,4555867,⚡Funky Eastside 2/1⚡,1798491,Blaine & Rachel,,78721,30.2763,-97.67834,Entire home/apt,88,1,577,7/4/2019,10.22,3,80,17,560,31.94117647
1208,4581567,Quiet Full Cottage for Medium-Length Stays,1216242,Brett,,78751,30.3106,-97.72895,Entire home/apt,140,30,23,3/31/2019,0.41,1,206,1,22,21
1218,4663369,Green Hill Carriage House,183396,Richard,,78703,30.27561,-97.755,Entire home/apt,130,2,131,7/2/2019,2.37,2,106,2,129,63.5
1227,4742900,Relax with Vinyl and Sunlight in Joyful Austin Home,21607195,Pixie,,78704,30.23353,-97.78092,Entire home/apt,199,1,52,5/26/2019,0.93,6,354,4,48,11
4318,19828435,5BR/3BA The Lost Creek - Minutes Away from SXSW!,138398089,GuestSpaces,,78746,30.28298,-97.8323,Entire home/apt,300,2,47,6/19/2019,0.83,33,0,2,45,21.5
4460,20322035,3BR/2.5BA Steps from Zilker,143521753,Reservations,,78704,30.26156,-97.76812,Entire home/apt,153,2,31,7/7/2019,0.45,32,283,8,23,1.875
4461,20322055,W 6th St Penthouse with City Views,143521753,Reservations,,78703,30.27352,-97.75648,Entire home/apt,174,2,54,6/14/2019,0.9,32,325,12,42,2.5
4462,20322058,"1BR Boutique Studio, Historical",143521753,Reservations,,78704,30.25034,-97.76474,Entire home/apt,74,2,51,6/29/2019,0.83,32,337,8,43,4.375
4463,20322068,5BR/5BA Lake Austin Double Decker Boat House,143521753,Reservations,,78734,30.37148,-97.9163,Entire home/apt,312,30,11,5/5/2019,0.18,32,333,2,9,3.5
4464,20322100,4BR/2.5BA The Lodge on Walnut Creek,143521753,Reservations,,78758,30.40233,-97.69527,Entire home/apt,249,2,17,5/5/2019,0.28,32,354,3,14,3.666666667
4466,20322132,4BR/3BA Butterfly House with Private Pool in Central Austin,143521753,Reservations,,78731,30.32045,-97.74953,Entire home/apt,227,2,80,7/8/2019,1.3,32,135,12,68,4.666666667
4469,20322150,Amazing Downtown Location - Walk to Trails!,143521753,Reservations,,78703,30.27814,-97.76705,Entire home/apt,148,2,32,6/1/2019,0.55,32,40,1,31,30
4472,20322173,2BR Casa Travis Heights,143521753,Reservations,,78704,30.25157,-97.74258,Entire home/apt,105,2,25,5/5/2019,0.42,32,337,1,24,23
4473,20322174,Indoor/Outdoor Haven Overlooking Zilker Park!,143521753,Reservations,,78704,30.26138,-97.76462,Entire home/apt,184,2,75,7/7/2019,1.18,32,340,8,67,7.375
4474,20322180,"7BR/3.5BA Unique House and Cottage, South Congress, Austin",143521753,Reservations,,78704,30.24167,-97.7512,Entire home/apt,324,2,61,7/7/2019,0.94,32,300,6,55,8.166666667
4475,20322181,Moroccan-Inspired Retreat in SoLa,143521753,Reservations,,78704,30.25777,-97.76167,Entire home/apt,163,2,18,6/16/2019,0.26,32,345,4,14,2.5
4476,20322185,3BR/2BA Walk to Barton Springs Road,143521753,Reservations,,78704,30.2588,-97.75498,Entire home/apt,150,2,32,7/7/2019,0.49,32,302,2,30,14
4477,20322191,SoCo Hideaway with Outdoor Living,143521753,Reservations,,78704,30.24281,-97.75314,Entire home/apt,103,2,34,6/23/2019,0.51,32,341,6,28,3.666666667
4481,20322225,1 BR Downtown Condo,143521753,Reservations,,78701,30.26587,-97.74154,Entire home/apt,90,2,59,6/26/2019,1,32,318,3,56,17.66666667
4482,20322233,Remodeled Condo in Downtown Austin,143521753,Reservations,,78701,30.26527,-97.74288,Entire home/apt,117,2,79,3/6/2019,1.12,32,324,18,61,2.388888889
4483,20322243,Hip Downtown Condo with Loft,143521753,Reservations,,78701,30.26544,-97.73948,Entire home/apt,114,2,76,6/16/2019,1.12,32,342,14,62,3.428571429
4484,20322244,Downtown Studio Near Music & More,143521753,Reservations,,78701,30.26463,-97.74121,Entire home/apt,90,2,51,6/24/2019,0.76,32,334,7,44,5.285714286
4486,20322265,"Walk to Rainey St, Convention Center, Downtown! - Sleeps 4",143521753,Reservations,,78702,30.25875,-97.73496,Entire home/apt,69,2,71,6/23/2019,1.24,32,332,4,67,15.75
4487,20322270,2BR Renovated Downtown Condo,143521753,Reservations,,78701,30.26461,-97.74095,Entire home/apt,142,2,159,6/30/2019,2.29,32,269,42,117,1.785714286
4488,20322272,2BR Townhome Near Mueller/UT/Downtown w/ Yard,143521753,Reservations,,78723,30.3153,-97.70022,Entire home/apt,100,2,24,6/9/2019,0.37,32,346,1,23,22
4489,20322278,2BR Chill 'Ville With A View,143521753,Reservations,,78704,30.26006,-97.75594,Entire home/apt,103,2,31,6/23/2019,0.48,32,335,3,28,8.333333333
4491,20322287,1BR Superb Downtown Condo.,143521753,Reservations,,78701,30.26622,-97.7428,Entire home/apt,90,2,83,4/15/2019,1.25,32,320,11,72,5.545454545
4492,20322289,4BR/2BA Walk To Zilker. Hot Tub,143521753,Reservations,,78704,30.25837,-97.7712,Entire home/apt,734,2,9,5/5/2019,0.14,32,329,1,8,7
